"Compound.ID","Name","Formula","mean_intensity","display_name"
"Amide-Neg-100041",NA,"C6 H10 Cl N O6",45405149.9249391,"Amide-Neg-100041"
"C8-Pos-000058","1-Palmitoyl-sn-glycero-3-phosphocholine","C24 H50 N O7 P",45024713.0566328,"1-Palmitoyl-sn-glycero-3-phosphocholine"
"C18-Neg-000008","L-Glutathione (reduced)","C10 H17 N3 O6 S",44931136.5403944,"L-Glutathione (reduced)"
"C18-Neg-100007",NA,"C11 H13 N O9",44905830.1879617,"C18-Neg-100007"
"C18-Neg-100009",NA,"C11 H15 N O10",44905830.1879617,"C18-Neg-100009"
"C18-Pos-000040","L-Tyrosine","C9 H11 N O3",44760423.212685,"L-Tyrosine"
"C18-Pos-000023","Glycerophosphocholine","C8 H20 N O6 P",44691232.5524776,"Glycerophosphocholine"
"Amide-Pos-100025",NA,"C12 H18 N6",44662544.2891017,"Amide-Pos-100025"
"Amide-Pos-000094","Triethylamine","C6 H15 N",44600293.5042209,"Triethylamine"
"Amide-Neg-100030",NA,"C2 H5 N O4 S",44447235.7449856,"Amide-Neg-100030"
"Amide-Neg-100029",NA,"C2 H3 N O3 S",44445073.3788059,"Amide-Neg-100029"
"Amide-Pos-000085","Acetyl-L-carnitine","C9 H17 N O4",44394512.0125064,"Acetyl-L-carnitine"
"Amide-Neg-100039",NA,"C5 H12 N O5 P S",44259180.0352565,"Amide-Neg-100039"
"Amide-Neg-100035",NA,"C6 H6 O7",43657086.6852417,"Amide-Neg-100035"
"Amide-Pos-100028",NA,"C9 H14 N10 O17 P2",43547309.0552925,"Amide-Pos-100028"
"Amide-Neg-100038",NA,"C7 H8 N2 O4 S",43523366.4692918,"Amide-Neg-100038"
"C8-Pos-000055","3'-Adenosine monophosphate (3'-AMP)","C10 H14 N5 O7 P",43034393.9179499,"3'-Adenosine monophosphate (3'-AMP)"
"C18-Pos-000035","Nicotinamide","C6 H6 N2 O",42751252.7120845,"Nicotinamide"
"C8-Pos-000061","PC 18:0_22:5","C48 H86 N O8 P",42702718.4484743,"PC 18:0_22:5"
"C18-Pos-100036",NA,"C2 H5 O6 P",42678925.6451936,"C18-Pos-100036"
"Amide-Neg-000015","Dehydroascorbic acid","C6 H6 O6",42552149.5816085,"Dehydroascorbic acid"
"Amide-Neg-000037","D-(+)-Mannose","C6 H12 O6",42310020.4823021,"D-(+)-Mannose"
"C8-Neg-000006","2,4-Bis(1,1-dimethylethyl)phenol phosphate","C28 H43 O4 P",41957239.7212316,"2,4-Bis(1,1-dimethylethyl)phenol phosphate"
"C18-Pos-100022",NA,"C11 H20 N2 O4 S2",41625859.2194134,"C18-Pos-100022"
"C18-Pos-100037",NA,"C4 H2 N2 O7",41196164.8929978,"C18-Pos-100037"
"C18-Pos-100038",NA,"C4 H4 N2 O8",41196164.8929978,"C18-Pos-100038"
"C8-Pos-100052",NA,"C56 H87 N O10",41125601.6795107,"C8-Pos-100052"
"C8-Pos-100053",NA,"C57 H80 N4 O6",41125601.6795107,"C8-Pos-100053"
"C18-Pos-100039",NA,"C H3 N O4 S",40841085.1517269,"C18-Pos-100039"
"C8-Pos-000069","PC(18:0_20:3)","C46 H86 N O8 P",40656208.2249652,"PC(18:0_20:3)"
"C18-Pos-000057","LINOLEATE","C18 H32 O2",39873093.2756161,"LINOLEATE"
"C8-Pos-100045",NA,"C33 H78 N10 O8 P2",39833166.5709251,"C8-Pos-100045"
"Amide-Neg-100022",NA,"C2 H4 O4 S",39468654.6680901,"Amide-Neg-100022"
"Amide-Neg-100023",NA,"C2 H6 O5 S",39468654.6680901,"Amide-Neg-100023"
"Amide-Neg-100036",NA,"C2 H3 N O3 S",39133354.4040407,"Amide-Neg-100036"
"Amide-Pos-000059","Acetylcholine","C7 H15 N O2",39129674.2067503,"Acetylcholine"
"C8-Pos-100047",NA,"C22 H45 N O2 S",39086748.7758813,"C8-Pos-100047"
"Amide-Neg-100058",NA,"C4 H5 N O2",38816504.8339972,"Amide-Neg-100058"
"Amide-Neg-100037",NA,"C7 H12 N2 O2 P2",38358945.7873064,"Amide-Neg-100037"
"Amide-Neg-100062",NA,"C6 H10 Cl N O6",38078378.8887173,"Amide-Neg-100062"
"Amide-Neg-100060",NA,"C6 H10 O6",37691523.6383059,"Amide-Neg-100060"
"C8-Pos-100028",NA,"C13 H33 N9 O",37544980.4050003,"C8-Pos-100028"
"Amide-Pos-100023",NA,"C5 H3 N8 O P3",37284924.8075875,"Amide-Pos-100023"
"C8-Pos-000036","Bis(2-ethylhexyl)adipate","C22 H42 O4",37253319.0713329,"Bis(2-ethylhexyl)adipate"
"Amide-Neg-000057","2-Oxoglutaric acid","C5 H6 O5",37145174.6661013,"2-Oxoglutaric acid"
"C8-Pos-100048",NA,"C41 H78 N8 O8",37073566.0445465,"C8-Pos-100048"
"C8-Pos-100038",NA,"C13 H5 N4 O5 P",37047675.8042056,"C8-Pos-100038"
"C18-Neg-100010",NA,"C3 H7 N2 P3 S",36649504.4020543,"C18-Neg-100010"
"C18-Pos-100040",NA,"C7 H14 O2 P2 S",36420274.1745831,"C18-Pos-100040"
"C18-Neg-100006",NA,"C6 H9 Cl O7",36378463.4766923,"C18-Neg-100006"
"C8-Pos-100050",NA,"C21 H41 N O S",36272050.2123262,"C8-Pos-100050"
"Amide-Neg-100047",NA,"C5 H6 O6",36024077.623215,"Amide-Neg-100047"
"Amide-Neg-100057",NA,"C11 H15 N O10",36007110.541948,"Amide-Neg-100057"
"Amide-Pos-100034",NA,"C4 H7 N2 O5 P S",35854029.0254464,"Amide-Pos-100034"
"C18-Neg-100008",NA,"C6 H13 Cl O6",35775508.3280649,"C18-Neg-100008"
"C18-Pos-000053","Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14","C21 H27 N7 O14 P2",35742201.22927,"Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14"
"Amide-Neg-100059",NA,"C6 H10 Cl N O6",35663635.5700461,"Amide-Neg-100059"
"C18-Pos-100029",NA,"C4 H13 N P2 S",35555755.0699584,"C18-Pos-100029"
"C8-Neg-100016",NA,"C9 H21 N4 O12 P3",35490450.3487423,"C8-Neg-100016"
"C8-Pos-100051",NA,"C40 H87 N7 O2 P2",35382996.3252299,"C8-Pos-100051"
"C18-Neg-000003","Ascorbic acid","C6 H8 O6",35035555.9811534,"Ascorbic acid"
"C8-Neg-100030",NA,"C16 H11 N2 O9 P S",34687293.6180931,"C8-Neg-100030"
"C8-Pos-100062",NA,"C23 H44 O2 S",34582495.408678,"C8-Pos-100062"
"C8-Pos-100060",NA,"C27 H45 N O2",34573546.8043321,"C8-Pos-100060"
"C8-Pos-100061",NA,"C23 H45 N O S",34573546.8043321,"C8-Pos-100061"
"Amide-Neg-000036","L-Glutamic acid","C5 H9 N O4",34560109.889752,"L-Glutamic acid"
"C18-Pos-000067","Spermine","C10 H26 N4",34508652.1370887,"Spermine"
"C18-Pos-000048","L-Valine","C5 H11 N O2",34394390.6437408,"L-Valine"
"C18-Pos-000068","L-Aspartic acid","C4 H7 N O4",34333727.8040674,"L-Aspartic acid"
"C8-Pos-100070",NA,"C30 H47 O3 P",34003643.4222212,"C8-Pos-100070"
"Amide-Pos-000087","Adenine","C5 H5 N5",33985381.973269,"Adenine"
"C8-Pos-100046",NA,"C18 H40 N2 O6",33718944.9791965,"C8-Pos-100046"
"Amide-Pos-100037",NA,"C4 H7 N5 O4 S",33296845.3139752,"Amide-Pos-100037"
"C18-Pos-000058","L-Glutamic acid","C5 H9 N O4",33000652.2562816,"L-Glutamic acid"
"C8-Neg-000004","Docosapentaenoic acid","C22 H34 O2",32532678.1625716,"Docosapentaenoic acid"
"Amide-Pos-000103","DL-Lysine","C6 H14 N2 O2",32532586.6478002,"DL-Lysine"
"C18-Pos-100041",NA,"C5 H Cl N2 O S",32526364.7556913,"C18-Pos-100041"
"C8-Pos-100049",NA,"C25 H44 N5 O3 P",32474556.1816071,"C8-Pos-100049"
"C18-Pos-000039","Creatinine","C4 H7 N3 O",32320016.0660584,"Creatinine"
"Amide-Neg-100052",NA,"C5 H8 Cl N O4",32257063.6910122,"Amide-Neg-100052"
"C8-Pos-000071","PS 22:5_22:5","C50 H78 N O10 P",32249803.7196338,"PS 22:5_22:5"
"C8-Pos-000079","PE O-16:1_20:4","C41 H74 N O7 P",32201717.6403404,"PE O-16:1_20:4"
"C8-Pos-000082","PE O-16:1_22:6","C43 H74 N O7 P",32116894.6050252,"PE O-16:1_22:6"
"Amide-Pos-100032",NA,"C6 H11 N3 O2",31993052.218759,"Amide-Pos-100032"
"C18-Pos-000049","Vitamin C","C6 H8 O6",31983122.0369856,"Vitamin C"
"C8-Pos-000073","PC 20:2_20:2","C48 H88 N O8 P",31920293.6723713,"PC 20:2_20:2"
"Amide-Pos-100030",NA,"C6 H8 O7 P2",31856441.4455217,"Amide-Pos-100030"
"Amide-Pos-000092","DL-Arginine","C6 H14 N4 O2",31749188.3214204,"DL-Arginine"
"Amide-Pos-000082","3-(Ethenyloxy)propan-1-amine","C5 H11 N O",31447215.4714174,"3-(Ethenyloxy)propan-1-amine"
"C8-Pos-100088",NA,"C13 H33 N9 O",31326874.6903809,"C8-Pos-100088"
"Amide-Neg-000040","2-Deoxyribose 5-phosphate","C5 H11 O7 P",31326150.3859888,"2-Deoxyribose 5-phosphate"
"C18-Pos-000051","L-Pyroglutamic acid","C5 H7 N O3",31224319.2152736,"L-Pyroglutamic acid"
"Amide-Neg-100051",NA,"C5 H8 N2 O8",31146736.1650629,"Amide-Neg-100051"
"C8-Pos-100029",NA,"C33 H78 N10 O10 P2",31093573.3302855,"C8-Pos-100029"
"C18-Neg-000009","L-Glutathione (reduced)","C10 H17 N3 O6 S",31035601.0672293,"L-Glutathione (reduced)"
"C8-Pos-100026",NA,"C22 H41 N O",30920300.901812,"C8-Pos-100026"
"C8-Pos-100027",NA,"C22 H38 O",30920300.901812,"C8-Pos-100027"
"Amide-Pos-000080","N-Methyl-2-phenylpropan-1-amine","C10 H15 N",30807345.5398064,"N-Methyl-2-phenylpropan-1-amine"
"C18-Neg-100004",NA,"C3 H7 N2 P3 S",30608280.5397891,"C18-Neg-100004"
"C18-Neg-100015",NA,"C11 H13 N O9",30554449.2299927,"C18-Neg-100015"
"C8-Pos-000081","LPE 20:4","C25 H44 N O7 P",30461478.320987,"LPE 20:4"
"C8-Pos-000084","Heptaethylene glycol p-tert-octylphenyl ether","C28 H50 O8",30357164.6152261,"Heptaethylene glycol p-tert-octylphenyl ether"
"Amide-Pos-100044",NA,"C9 H N O4",30334830.2798526,"Amide-Pos-100044"
"C8-Pos-100075",NA,"C36 H60 N O3 P",30310774.21661,"C8-Pos-100075"
"C18-Pos-000061","Inosine","C10 H12 N4 O5",30292277.8391633,"Inosine"
"Amide-Neg-100073",NA,"C6 H8 Cl N O6",30133537.8381795,"Amide-Neg-100073"
"C8-Pos-100043",NA,"C30 H72 N8 O6 P2",30111618.2338762,"C8-Pos-100043"
"C18-Pos-100030",NA,"C3 H2 N O6 P S",30107904.6776535,"C18-Pos-100030"
"Amide-Neg-100053",NA,"C6 H9 N O6",29988287.1491763,"Amide-Neg-100053"
"Amide-Pos-000112","(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid","C6 H9 N O4",29704512.8752183,"(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid"
"C8-Neg-000005","Adrenic acid","C22 H36 O2",29676327.0000937,"Adrenic acid"
"Amide-Neg-000022","DL-Malic acid","C4 H6 O5",29658056.7407277,"DL-Malic acid"
"C18-Pos-000085","2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",29618370.3286062,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)"
"C8-Pos-100081",NA,"C22 H35 N O2",29592514.007619,"C8-Pos-100081"
"Amide-Pos-100024",NA,"C10 H23 N O2 P2 S",29577077.3614974,"Amide-Pos-100024"
"C8-Pos-100067",NA,"C18 H43 N7 O S",29576011.5710265,"C8-Pos-100067"
"C8-Pos-000092","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","C45 H78 N O8 P",29537609.1468583,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine"
"C8-Pos-000078","Octinoxate","C18 H26 O3",29433018.5902796,"Octinoxate"
"C8-Pos-000035","N,N'-Diphenylguanidine","C13 H13 N3",29335592.5764929,"N,N'-Diphenylguanidine"
"Amide-Neg-100048",NA,"C12 H12 N4 O9 S",29255566.6899216,"Amide-Neg-100048"
"C8-Neg-100025",NA,"C7 H11 N6 O4 P S",29153180.3068204,"C8-Neg-100025"
"C18-Pos-100033",NA,"C3 H2 N3 P",28918400.7840319,"C18-Pos-100033"
"Amide-Pos-100041",NA,"C7 H18 Cl3 N7 S",28909875.3769727,"Amide-Pos-100041"
"C8-Pos-000089","PE 16:1_22:5","C43 H74 N O8 P",28861672.8064791,"PE 16:1_22:5"
"C8-Pos-100025",NA,"C15 H37 N4 O3 P",28658649.6717478,"C8-Pos-100025"
"C18-Neg-100016",NA,"C4 H5 Cl N P3 S",28602065.1266834,"C18-Neg-100016"
"C8-Pos-100090",NA,"C18 H38 N6 S",28436816.5268793,"C8-Pos-100090"
"C8-Pos-100079",NA,"C19 H41 N7 S",28332698.3643994,"C8-Pos-100079"
"C18-Pos-000056","N-Acetylaspartate","C6 H9 N O5",28324176.4875243,"N-Acetylaspartate"
"C8-Neg-000007","Phosphatidylinositol 18:1-20:4","C47 H81 O13 P",28043189.6127821,"Phosphatidylinositol 18:1-20:4"
"C8-Pos-100089",NA,"C20 H41 N2 P",27875643.4984302,"C8-Pos-100089"
"C8-Pos-100069",NA,"C17 H41 N4 O3 P",27839925.0114052,"C8-Pos-100069"
"Amide-Pos-100045",NA,"C21 H36 N4 O3",27754780.1156455,"Amide-Pos-100045"
"C18-Neg-100011",NA,"C11 H13 N O9",27384168.37379,"C18-Neg-100011"
"C18-Pos-100048",NA,"C2 H5 N O2 P2",27322922.1648443,"C18-Pos-100048"
"C18-Neg-100005",NA,"C6 H9 Cl O7",27321396.4927222,"C18-Neg-100005"
"Amide-Pos-000089","2-Methoxypyrazine","C5 H6 N2 O",27170817.8132046,"2-Methoxypyrazine"
"C18-Neg-000011","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P",27133457.5350765,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"C18-Pos-000077","Nicotinamide","C6 H6 N2 O",26901897.3384256,"Nicotinamide"
"Amide-Neg-100077",NA,"C4 H3 N O4",26819578.0056663,"Amide-Neg-100077"
"C18-Pos-000071","Guanosine","C10 H13 N5 O5",26711732.6978405,"Guanosine"
"Amide-Pos-000107","D-Carnitine","C7 H15 N O3",26675644.6025196,"D-Carnitine"
"Amide-Neg-000043","Nitrilotriacetic acid","C6 H9 N O6",26639338.7469404,"Nitrilotriacetic acid"
"Amide-Neg-000026","Pyruvic acid","C3 H4 O3",26534430.1666693,"Pyruvic acid"
"C8-Neg-000010","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2",26525835.813661,"8Z,11Z,14Z-Eicosatrienoic acid"
"C8-Pos-000090","PE 16:1_24:6","C45 H76 N O8 P",26463591.868823,"PE 16:1_24:6"
"C8-Neg-100024",NA,"C13 H21 N4 O7 P3 S",26424210.7643614,"C8-Neg-100024"
"C8-Pos-000085","2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine","C42 H82 N O8 P",26409559.8701254,"2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine"
"C8-Pos-100057",NA,"C6 H5 N5 O8 P2",26189615.5598,"C8-Pos-100057"
"Amide-Neg-000048","D-(-)-Glutamine","C5 H10 N2 O3",26168833.1812234,"D-(-)-Glutamine"
"C18-Neg-100012",NA,"C10 H3 O6 P",26147555.5421487,"C18-Neg-100012"
"Amide-Pos-100035",NA,"C4 H11 N O",26023404.8803491,"Amide-Pos-100035"
"Amide-Neg-000025","D-(+)-Mannose","C6 H12 O6",25858477.9237749,"D-(+)-Mannose"
"C8-Neg-000003","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P",25645560.7307156,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"Amide-Pos-000098","Nicotinamide","C6 H6 N2 O",25608917.2923301,"Nicotinamide"
"Amide-Neg-100061",NA,"C2 H3 N O3 S",25575731.1396555,"Amide-Neg-100061"
"C18-Pos-100042",NA,"C11 H15 N O10",25486164.3985557,"C18-Pos-100042"
"C18-Pos-100061",NA,"C3 H N4 O2 P",25366423.313697,"C18-Pos-100061"
"Amide-Pos-000104","Leucine","C6 H13 N O2",25239151.1339969,"Leucine"
"Amide-Pos-100058",NA,"C6 H12 N2 O10 P2 S",25194955.2622179,"Amide-Pos-100058"
"C8-Pos-100096",NA,"C26 H48 N3 P",25194178.3122906,"C8-Pos-100096"
"Amide-Pos-000117","DL-Threonine methyl ester","C5 H11 N O3",24826779.7623457,"DL-Threonine methyl ester"
"C8-Pos-100004",NA,"C31 H51 N5 O4",24677317.7686952,"C8-Pos-100004"
"C8-Pos-100005",NA,"C32 H54 N3 P",24677317.7686952,"C8-Pos-100005"
"C8-Pos-100006",NA,"C32 H55 N5 O5",24677317.7686952,"C8-Pos-100006"
"Amide-Neg-100043",NA,"C7 H9 N3 O2 P2",24453340.7421928,"Amide-Neg-100043"
"Amide-Pos-000111","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2",24165891.9582424,"Adenosine diphosphate (ADP)"
"Amide-Neg-100049",NA,"C9 H16 O6 P2",24096854.6279581,"Amide-Neg-100049"
"C18-Pos-100046",NA,"C11 H15 N O10",24087086.5981196,"C18-Pos-100046"
"C18-Neg-100014",NA,"C7 H8 N2 O3 P2",24054826.1988171,"C18-Neg-100014"
"C8-Pos-000091","LPE 22:6","C27 H44 N O7 P",23994954.3109185,"LPE 22:6"
"C18-Neg-000024","L-Aspartic acid","C4 H7 N O4",23970892.7847307,"L-Aspartic acid"
"C8-Pos-100007",NA,"C30 H51 N5 O4",23959681.4602579,"C8-Pos-100007"
"C8-Pos-100008",NA,"C30 H48 N4 O4",23959681.4602579,"C8-Pos-100008"
"Amide-Pos-000114","L-N-Acetylhistidine","C8 H11 N3 O3",23829414.8328695,"L-N-Acetylhistidine"
"Amide-Neg-000065","2,4(3H,5H)-Furandione","C4 H4 O3",23771277.009968,"2,4(3H,5H)-Furandione"
"Amide-Pos-100050",NA,"C8 H Cl N2 O13 P2",23685387.1691005,"Amide-Pos-100050"
"C8-Pos-000097","1,2-Diarachidonoyl-sn-glycero-3-phosphocholine","C48 H80 N O8 P",23504559.5625041,"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100027",NA,"C10 H11 N5 O3",23478679.8286334,"Amide-Pos-100027"
"C8-Pos-000094","PC 20:4_22:6","C50 H80 N O8 P",23349002.9604242,"PC 20:4_22:6"
"C18-Pos-100025",NA,"C8 H15 N6 O3 P S3",23338787.8349742,"C18-Pos-100025"
"Amide-Neg-000046","Citric acid","C6 H8 O7",23273033.2392831,"Citric acid"
"Amide-Pos-100031",NA,"C10 H24 N2 O3",23198457.5604449,"Amide-Pos-100031"
"C18-Neg-100018",NA,"C11 H13 N O9",23149752.2844789,"C18-Neg-100018"
"C8-Pos-100092",NA,"C20 H3 O3 P",23114670.3447992,"C8-Pos-100092"
"Amide-Pos-000084","N,N-Diethylethanolamine","C6 H15 N O",22967438.8415488,"N,N-Diethylethanolamine"
"C8-Neg-100033",NA,"C2 H Cl3 N O P S",22825700.5971193,"C8-Neg-100033"
"Amide-Neg-100068",NA,"C6 H8 Cl N O6",22768650.1726148,"Amide-Neg-100068"
"C18-Pos-100060",NA,"C4 H2 O10 P2 S",22736752.7671499,"C18-Pos-100060"
"C8-Pos-100103",NA,"C21 H43 N O2 S",22675991.3905776,"C8-Pos-100103"
"C8-Neg-100034",NA,"C2 H Cl3 N O P S",22656508.5999328,"C8-Neg-100034"
"C18-Pos-000079","Triethylamine","C6 H15 N",22542967.4651183,"Triethylamine"
"C8-Pos-100087",NA,"C21 H43 N O2 S",22534487.0583687,"C8-Pos-100087"
"C8-Pos-000076","PE O-18:1_22:6","C45 H78 N O7 P",22516027.3742808,"PE O-18:1_22:6"
"C8-Pos-100109",NA,"C33 H70 N5 O5 P",22450127.4630521,"C8-Pos-100109"
"C18-Neg-000017","D-(-)-Glutamine","C5 H10 N2 O3",22433544.7198577,"D-(-)-Glutamine"
"C8-Neg-100022",NA,"C7 H18 Cl N10 O3 P3 S2",22422560.8909499,"C8-Neg-100022"
"Amide-Pos-000086","2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine","C42 H82 N O8 P",22353039.9191477,"2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100036",NA,"C4 H7 N3 O",22308603.1469351,"Amide-Pos-100036"
"C8-Neg-100036",NA,"C19 H39 Cl O4",22271962.7112744,"C8-Neg-100036"
"Amide-Neg-100069",NA,"C6 H7 Cl O6",22261786.0716923,"Amide-Neg-100069"
"Amide-Pos-000102","Guanosine","C10 H13 N5 O5",22260945.9723954,"Guanosine"
"C18-Pos-000052","Inosine","C10 H12 N4 O5",22206523.6215588,"Inosine"
"C8-Pos-000086","1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine","C44 H76 N O8 P",22098886.947102,"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine"
"Amide-Pos-100052",NA,"C8 H12 N5 O7 P",21980050.4016261,"Amide-Pos-100052"
"Amide-Neg-000059","2-Oxobutyric acid","C4 H6 O3",21976941.3595482,"2-Oxobutyric acid"
"Amide-Neg-000044","Nitrilotriacetic acid","C6 H9 N O6",21967447.058747,"Nitrilotriacetic acid"
"Amide-Neg-100056",NA,"C7 H11 Cl O S2",21924945.4573492,"Amide-Neg-100056"
"Amide-Pos-100061",NA,"C3 H5 N2 P3 S",21819493.7095084,"Amide-Pos-100061"
"C18-Pos-100062",NA,"C H3 N O4 S",21805160.2739948,"C18-Pos-100062"
"C18-Pos-100056",NA,"C11 H16 N5 O2 P3",21758801.6756187,"C18-Pos-100056"
"C18-Neg-100013",NA,"C7 H10 N2 O4 P2",21747186.2705402,"C18-Neg-100013"
"C8-Neg-100020",NA,"C16 H27 O13 P3 S",21743546.5339916,"C8-Neg-100020"
"C18-Pos-100065",NA,"C6 H N P2",21681178.8536911,"C18-Pos-100065"
"C18-Pos-100051",NA,"C2 H2 N4 O2 P2",21659450.7868158,"C18-Pos-100051"
"C8-Pos-100054",NA,"C13 H25 N O2",21650758.9035978,"C8-Pos-100054"
"C8-Pos-100055",NA,"C13 H22 O2",21650758.9035978,"C8-Pos-100055"
"C8-Pos-000066","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C44 H78 N O10 P",21451330.5764159,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine"
"Amide-Pos-000101","N-Methyl-L-serine","C4 H9 N O3",21369528.7579211,"N-Methyl-L-serine"
"Amide-Neg-100045",NA,"C2 H6 O5 S",21232881.207118,"Amide-Neg-100045"
"Amide-Pos-000097","3-[(2-Hydroxyethyl)amino]-1-propanol","C5 H13 N O2",21223142.3647433,"3-[(2-Hydroxyethyl)amino]-1-propanol"
"C18-Pos-000054","Phloroglucinol","C6 H6 O3",21135011.5995434,"Phloroglucinol"
"C18-Pos-100047",NA,"C5 H14 N O P3",21095841.1690009,"C18-Pos-100047"
"C18-Pos-100057",NA,"C8 H12 O3 P2",20989308.543816,"C18-Pos-100057"
"Amide-Neg-100046",NA,"C2 H4 O4 S",20983244.0659297,"Amide-Neg-100046"
"C8-Pos-100112",NA,"C30 H36 N2 O2",20968777.7638068,"C8-Pos-100112"
"Amide-Pos-100055",NA,"C22 H21 N2 O17 P3",20956251.6997047,"Amide-Pos-100055"
"C8-Pos-100009",NA,"C34 H59 N5 O6",20748129.0066929,"C8-Pos-100009"
"Amide-Neg-100064",NA,"C6 H8 Cl N O6",20742331.9590755,"Amide-Neg-100064"
"C18-Pos-100077",NA,"C6 H17 N O6 P2",20735611.7341304,"C18-Pos-100077"
"C8-Pos-100115",NA,"C22 H36 N4 O",20683814.9964461,"C8-Pos-100115"
"Amide-Neg-100071",NA,"C6 H10 Cl N O6",20645666.0006849,"Amide-Neg-100071"
"C18-Pos-000069","Crotonoside","C10 H13 N5 O5",20516916.9821515,"Crotonoside"
"Amide-Pos-000132","1-AMINOCYCLOPROPANECARBOXYLATE","C4 H7 N O2",20507846.3997746,"1-AMINOCYCLOPROPANECARBOXYLATE"
"Amide-Pos-100039",NA,"C6 H5 Br N P S",20507637.4513793,"Amide-Pos-100039"
"C8-Neg-100041",NA,"C29 H60 N10 O4",20483752.1530816,"C8-Neg-100041"
"C8-Neg-100042",NA,"C29 H62 N10 O5",20483752.1530816,"C8-Neg-100042"
"C18-Neg-000027","3-Hydroxy-3-methylglutaric acid","C6 H10 O5",20476532.4898936,"3-Hydroxy-3-methylglutaric acid"
"C18-Pos-100049",NA,"C3 H8 O P2 S2",20447597.5071857,"C18-Pos-100049"
"Amide-Neg-000061","δ-Ribono-1,4-lactone","C5 H8 O5",20444954.9036253,"δ-Ribono-1,4-lactone"
"Amide-Pos-100040",NA,"C3 H5 P S",20437298.7562634,"Amide-Pos-100040"
"C18-Pos-000090","trans-3-Indoleacrylic acid","C11 H9 N O2",20436268.5687934,"trans-3-Indoleacrylic acid"
"Amide-Pos-100046",NA,"C7 H17 N O2",20408041.5181641,"Amide-Pos-100046"
"Amide-Neg-100072",NA,"C4 H6 N2 O P2",20400220.2948796,"Amide-Neg-100072"
"C8-Neg-100028",NA,"C10 H25 N4 O7 P3 S2",20347831.3461545,"C8-Neg-100028"
"C8-Pos-000101","1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione","C48 H69 N3 O6",20260246.9577993,"1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione"
"Amide-Pos-100053",NA,"C5 H2 N4 O",20167964.2971122,"Amide-Pos-100053"
"Amide-Neg-100044",NA,"C2 H4 O4 S",20167392.9947258,"Amide-Neg-100044"
"C18-Pos-000082","L-N-Acetylhistidine","C8 H11 N3 O3",20114200.2838175,"L-N-Acetylhistidine"
"Amide-Pos-000116","Guanine","C5 H5 N5 O",20113829.3229218,"Guanine"
"Amide-Pos-000133","DL-Alanine","C3 H7 N O2",20074115.4856836,"DL-Alanine"
"C8-Pos-100082",NA,"C18 H40 N2 O6",20067170.275467,"C8-Pos-100082"
"C8-Pos-000096","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","C23 H48 N O7 P",20044337.7671773,"1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"C18-Pos-100068",NA,"C7 H9 P S5",19939073.4969668,"C18-Pos-100068"
"C18-Pos-000089","DL-Tryptophan","C11 H12 N2 O2",19933284.4582471,"DL-Tryptophan"
"C8-Pos-100097",NA,"C48 H72 N4 O6",19893849.3882082,"C8-Pos-100097"
"C18-Neg-100023",NA,"C2 H2 Cl N3 S3",19826841.2240127,"C18-Neg-100023"
"Amide-Pos-100059",NA,"C9 H3 N4 O11 P",19597460.3942001,"Amide-Pos-100059"
"C18-Pos-100053",NA,"C3 H9 N O2 P2 S",19402516.7187898,"C18-Pos-100053"
"Amide-Pos-100057",NA,"C9 H4 Cl2 N2 O16 P2",19400926.4688996,"Amide-Pos-100057"
